-----------------------------------------------------------------------
NEUTRAL-NEUTRAL and NEUTRAL-ION interactions
-----------------------------------------------------------------------
 Fit coefficients for the reduced collision integrals and ratios:
 -Q11IJ = pi *sigmaIJ**2 *omegastar11IJ, AstarIJ, BstarIJ and CstarIJ.
 Formula of the type:
 -Q11IJ = 1.D-20 *EXP( C1*lnT**3 +C2*lnT**2 +C3*lnT +C4 ) in m^2
 -AstarIJ  = EXP(C1*lnT**3 +C2*lnT**2 +C3*lnT +C4)
 -BstarIJ  = EXP(C1*lnT**3 +C2*lnT**2 +C3*lnT +C4)
 -CstarIJ  = EXP(C1*lnT**3 +C2*lnT**2 +C3*lnT +C4)

ATTENTION, the present data are: Q11IJ, Q22IJ, BstarIJ, 0.D0

 .T-CH2-CH3.
  -0.1167557E-01   0.2773463E+00  -0.2598069E+01   0.1220847E+02
  -0.1353014E-01   0.3180306E+00  -0.2881503E+01   0.1293552E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-CH2O.
  -0.1591187E-01   0.3934782E+00  -0.3651814E+01   0.1541691E+02
  -0.1885409E-01   0.4616339E+00  -0.4163272E+01   0.1675932E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-HCCO.
  -0.1195816E-01   0.2841726E+00  -0.2653121E+01   0.1198470E+02
  -0.1388710E-01   0.3265697E+00  -0.2949588E+01   0.1274427E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C2H.
  -0.1358376E-01   0.3252839E+00  -0.2999749E+01   0.1343748E+02
  -0.1605186E-01   0.3802608E+00  -0.3393201E+01   0.1444211E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-CH2CO.
  -0.1562868E-01   0.3842373E+00  -0.3556406E+01   0.1518964E+02
  -0.1864860E-01   0.4536169E+00  -0.4072735E+01   0.1653343E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C2H2.
  -0.1410662E-01   0.3386346E+00  -0.3113414E+01   0.1375116E+02
  -0.1672279E-01   0.3971404E+00  -0.3534647E+01   0.1482741E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-P-CH2.
  -0.1167557E-01   0.2773463E+00  -0.2598069E+01   0.1220847E+02
  -0.1353014E-01   0.3180306E+00  -0.2881503E+01   0.1293552E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-CH4.
  -0.1155114E-01   0.2743312E+00  -0.2573675E+01   0.1212688E+02
  -0.1337231E-01   0.3142470E+00  -0.2851268E+01   0.1283938E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C2H3.
  -0.1358376E-01   0.3252839E+00  -0.2999749E+01   0.1343748E+02
  -0.1605186E-01   0.3802608E+00  -0.3393201E+01   0.1444211E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C2H4.
  -0.1465931E-01   0.3542267E+00  -0.3257988E+01   0.1419197E+02
  -0.1749274E-01   0.4180613E+00  -0.3722309E+01   0.1538198E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C2H5.
  -0.1440674E-01   0.3467707E+00  -0.3186481E+01   0.1404282E+02
  -0.1712682E-01   0.4078010E+00  -0.3627950E+01   0.1517209E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-HCCOH.
  -0.1562868E-01   0.3842373E+00  -0.3556406E+01   0.1518964E+02
  -0.1864860E-01   0.4536169E+00  -0.4072735E+01   0.1653343E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C2H2.
  -0.1358376E-01   0.3252839E+00  -0.2999749E+01   0.1343748E+02
  -0.1605186E-01   0.3802608E+00  -0.3393201E+01   0.1444211E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C3H3.
  -0.1440365E-01   0.3466812E+00  -0.3185635E+01   0.1415008E+02
  -0.1712233E-01   0.4076774E+00  -0.3626828E+01   0.1527862E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-P-C3H4.
  -0.1513758E-01   0.3675881E+00  -0.3381090E+01   0.1465849E+02
  -0.1809254E-01   0.4345528E+00  -0.3871826E+01   0.1592080E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A-C3H4.
  -0.1513758E-01   0.3675881E+00  -0.3381090E+01   0.1465849E+02
  -0.1809254E-01   0.4345528E+00  -0.3871826E+01   0.1592080E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-N-C4H3.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-I-C4H3.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A-C3H5.
  -0.1448421E-01   0.3490024E+00  -0.3207521E+01   0.1424122E+02
  -0.1723855E-01   0.4108722E+00  -0.3655771E+01   0.1538838E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C4H4.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C3H2.
  -0.1358376E-01   0.3252839E+00  -0.2999749E+01   0.1343748E+02
  -0.1605186E-01   0.3802608E+00  -0.3393201E+01   0.1444211E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C4H2.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C4H3.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C6H2.
  -0.1565468E-01   0.3836065E+00  -0.3540460E+01   0.1540436E+02
  -0.1868117E-01   0.4529112E+00  -0.4054439E+01   0.1673797E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C5H6.
  -0.1565468E-01   0.3836065E+00  -0.3540460E+01   0.1540436E+02
  -0.1868117E-01   0.4529112E+00  -0.4054439E+01   0.1673797E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C6H6.
  -0.1582656E-01   0.3903053E+00  -0.3616460E+01   0.1568937E+02
  -0.1881117E-01   0.4591717E+00  -0.4131242E+01   0.1703504E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C6H5.
  -0.1564387E-01   0.3835639E+00  -0.3541986E+01   0.1544743E+02
  -0.1867038E-01   0.4529031E+00  -0.4056498E+01   0.1678303E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C6H5OH.
  -0.1570982E-01   0.3868018E+00  -0.3582279E+01   0.1563606E+02
  -0.1871572E-01   0.4559896E+00  -0.4098179E+01   0.1698129E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A2C2HB.
  -0.1566348E-01   0.3949254E+00  -0.3728859E+01   0.1649877E+02
  -0.1810947E-01   0.4533026E+00  -0.4178893E+01   0.1771902E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A2C2HBY.
  -0.1566348E-01   0.3949254E+00  -0.3728859E+01   0.1649877E+02
  -0.1810947E-01   0.4533026E+00  -0.4178893E+01   0.1771902E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-HCCCHO.
  -0.1567037E-01   0.3855603E+00  -0.3569792E+01   0.1527296E+02
  -0.1868312E-01   0.4548429E+00  -0.4085919E+01   0.1661756E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C5H4CH2.
  -0.1582656E-01   0.3903053E+00  -0.3616460E+01   0.1568937E+02
  -0.1881117E-01   0.4591717E+00  -0.4131242E+01   0.1703504E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A1CH3.
  -0.1590700E-01   0.3932621E+00  -0.3649200E+01   0.1590500E+02
  -0.1885337E-01   0.4614895E+00  -0.4161016E+01   0.1724785E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A1C2H.
  -0.1594924E-01   0.3956654E+00  -0.3680912E+01   0.1604131E+02
  -0.1883074E-01   0.4627446E+00  -0.4186705E+01   0.1737568E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A1C2HY.
  -0.1594924E-01   0.3956654E+00  -0.3680912E+01   0.1604131E+02
  -0.1883074E-01   0.4627446E+00  -0.4186705E+01   0.1737568E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A2R5.
  -0.1566348E-01   0.3949254E+00  -0.3728859E+01   0.1649877E+02
  -0.1810947E-01   0.4533026E+00  -0.4178893E+01   0.1771902E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A2R5X.
  -0.1566348E-01   0.3949254E+00  -0.3728859E+01   0.1649877E+02
  -0.1810947E-01   0.4533026E+00  -0.4178893E+01   0.1771902E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A2R5C2H.
  -0.1519755E-01   0.3869328E+00  -0.3692911E+01   0.1658214E+02
  -0.1739727E-01   0.4402440E+00  -0.4109192E+01   0.1772964E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A2R5C2HX.
  -0.1519755E-01   0.3869328E+00  -0.3692911E+01   0.1658214E+02
  -0.1739727E-01   0.4402440E+00  -0.4109192E+01   0.1772964E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A1C2H2.
  -0.1591206E-01   0.3983082E+00  -0.3733327E+01   0.1638020E+02
  -0.1854381E-01   0.4604552E+00  -0.4208033E+01   0.1765241E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-O-C6H4.
  -0.1564387E-01   0.3835639E+00  -0.3541986E+01   0.1544743E+02
  -0.1867038E-01   0.4529031E+00  -0.4056498E+01   0.1678303E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-C-C6H5O.
  -0.1570982E-01   0.3868018E+00  -0.3582279E+01   0.1563606E+02
  -0.1871572E-01   0.4559896E+00  -0.4098179E+01   0.1698129E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-OA1CH3.
  -0.1590700E-01   0.3932621E+00  -0.3649200E+01   0.1590500E+02
  -0.1885337E-01   0.4614895E+00  -0.4161016E+01   0.1724785E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-HOA1CH3.
  -0.1590700E-01   0.3932621E+00  -0.3649200E+01   0.1590500E+02
  -0.1885337E-01   0.4614895E+00  -0.4161016E+01   0.1724785E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .T-CH2-A1CH2.
  -0.1590700E-01   0.3932621E+00  -0.3649200E+01   0.1590500E+02
  -0.1885337E-01   0.4614895E+00  -0.4161016E+01   0.1724785E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-CH3.
  -0.1167557E-01   0.2773463E+00  -0.2598069E+01   0.1220847E+02
  -0.1353014E-01   0.3180306E+00  -0.2881503E+01   0.1293552E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-CH2O.
  -0.1591187E-01   0.3934782E+00  -0.3651814E+01   0.1541691E+02
  -0.1885409E-01   0.4616339E+00  -0.4163272E+01   0.1675932E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-HCCO.
  -0.1195816E-01   0.2841726E+00  -0.2653121E+01   0.1198470E+02
  -0.1388710E-01   0.3265697E+00  -0.2949588E+01   0.1274427E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C2H.
  -0.1358376E-01   0.3252839E+00  -0.2999749E+01   0.1343748E+02
  -0.1605186E-01   0.3802608E+00  -0.3393201E+01   0.1444211E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-CH2CO.
  -0.1562868E-01   0.3842373E+00  -0.3556406E+01   0.1518964E+02
  -0.1864860E-01   0.4536169E+00  -0.4072735E+01   0.1653343E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C2H2.
  -0.1410662E-01   0.3386346E+00  -0.3113414E+01   0.1375116E+02
  -0.1672279E-01   0.3971404E+00  -0.3534647E+01   0.1482741E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-P-CH2.
  -0.1167557E-01   0.2773463E+00  -0.2598069E+01   0.1220847E+02
  -0.1353014E-01   0.3180306E+00  -0.2881503E+01   0.1293552E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-CH4.
  -0.1155114E-01   0.2743312E+00  -0.2573675E+01   0.1212688E+02
  -0.1337231E-01   0.3142470E+00  -0.2851268E+01   0.1283938E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C2H3.
  -0.1358376E-01   0.3252839E+00  -0.2999749E+01   0.1343748E+02
  -0.1605186E-01   0.3802608E+00  -0.3393201E+01   0.1444211E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C2H4.
  -0.1465931E-01   0.3542267E+00  -0.3257988E+01   0.1419197E+02
  -0.1749274E-01   0.4180613E+00  -0.3722309E+01   0.1538198E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C2H5.
  -0.1440674E-01   0.3467707E+00  -0.3186481E+01   0.1404282E+02
  -0.1712682E-01   0.4078010E+00  -0.3627950E+01   0.1517209E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-HCCOH.
  -0.1562868E-01   0.3842373E+00  -0.3556406E+01   0.1518964E+02
  -0.1864860E-01   0.4536169E+00  -0.4072735E+01   0.1653343E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C2H2.
  -0.1358376E-01   0.3252839E+00  -0.2999749E+01   0.1343748E+02
  -0.1605186E-01   0.3802608E+00  -0.3393201E+01   0.1444211E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C3H3.
  -0.1440365E-01   0.3466812E+00  -0.3185635E+01   0.1415008E+02
  -0.1712233E-01   0.4076774E+00  -0.3626828E+01   0.1527862E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-P-C3H4.
  -0.1513758E-01   0.3675881E+00  -0.3381090E+01   0.1465849E+02
  -0.1809254E-01   0.4345528E+00  -0.3871826E+01   0.1592080E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-A-C3H4.
  -0.1513758E-01   0.3675881E+00  -0.3381090E+01   0.1465849E+02
  -0.1809254E-01   0.4345528E+00  -0.3871826E+01   0.1592080E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-N-C4H3.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-I-C4H3.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-A-C3H5.
  -0.1448421E-01   0.3490024E+00  -0.3207521E+01   0.1424122E+02
  -0.1723855E-01   0.4108722E+00  -0.3655771E+01   0.1538838E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C4H4.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C3H2.
  -0.1358376E-01   0.3252839E+00  -0.2999749E+01   0.1343748E+02
  -0.1605186E-01   0.3802608E+00  -0.3393201E+01   0.1444211E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C4H2.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C4H3.
  -0.1545289E-01   0.3764728E+00  -0.3463617E+01   0.1512778E+02
  -0.1845617E-01   0.4448197E+00  -0.3966984E+01   0.1642680E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C6H2.
  -0.1565468E-01   0.3836065E+00  -0.3540460E+01   0.1540436E+02
  -0.1868117E-01   0.4529112E+00  -0.4054439E+01   0.1673797E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C5H6.
  -0.1565468E-01   0.3836065E+00  -0.3540460E+01   0.1540436E+02
  -0.1868117E-01   0.4529112E+00  -0.4054439E+01   0.1673797E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C6H6.
  -0.1582656E-01   0.3903053E+00  -0.3616460E+01   0.1568937E+02
  -0.1881117E-01   0.4591717E+00  -0.4131242E+01   0.1703504E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C6H5.
  -0.1564387E-01   0.3835639E+00  -0.3541986E+01   0.1544743E+02
  -0.1867038E-01   0.4529031E+00  -0.4056498E+01   0.1678303E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-C6H5OH.
  -0.1570982E-01   0.3868018E+00  -0.3582279E+01   0.1563606E+02
  -0.1871572E-01   0.4559896E+00  -0.4098179E+01   0.1698129E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-A2C2HB.
  -0.1566348E-01   0.3949254E+00  -0.3728859E+01   0.1649877E+02
  -0.1810947E-01   0.4533026E+00  -0.4178893E+01   0.1771902E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
 ----------------------------------------------------------------------------
 .CH3-A2C2HBY.
  -0.1566348E-01   0.3949254E+00  -0.3728859E+01   0.1649877E+02
  -0.1810947E-01   0.4533026E+00  -0.4178893E+01   0.1771902E+02
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
